"Compound","C_Label","fraction","tissue","time"
"aspartate",4,0,"flankPDAC",5
"glutamate",1,0.006738006,"flankPDAC",150
"glutamate",2,0.00337208,"flankPDAC",150
"glutamate",3,0.008217119,"flankPDAC",150
"glutamate",4,0,"flankPDAC",150
"glutamate",5,0.01656273,"flankPDAC",150
"succinate",1,0.006402814,"flankPDAC",150
"succinate",2,0.005790919,"flankPDAC",150
"succinate",3,0,"flankPDAC",150
"succinate",4,0.019122237,"flankPDAC",150
"malate",1,0.010388113,"flankPDAC",150
"malate",2,0.00585374,"flankPDAC",150
"malate",3,0.001032488,"flankPDAC",150
"malate",4,0.010108206,"flankPDAC",150
"aspartate",1,0.0008492,"flankPDAC",150
"aspartate",2,0.004253847,"flankPDAC",150
"aspartate",3,0.000776947,"flankPDAC",150
"aspartate",4,0.00835925,"flankPDAC",150
"glutamate",1,0.015923691,"flankPDAC",150
"glutamate",2,0.004602765,"flankPDAC",150
"glutamate",3,0.012173752,"flankPDAC",150
"glutamate",4,0,"flankPDAC",150
"glutamate",5,0.025117509,"flankPDAC",150
"succinate",1,0.009743577,"flankPDAC",150
"succinate",2,0.008514138,"flankPDAC",150
"succinate",3,0,"flankPDAC",150
"succinate",4,0.027306493,"flankPDAC",150
"malate",1,0.015784451,"flankPDAC",150
"malate",2,0.008717721,"flankPDAC",150
"malate",3,0.001368102,"flankPDAC",150
"malate",4,0.01829656,"flankPDAC",150
"aspartate",1,0.002208075,"flankPDAC",150
"aspartate",2,0.00639533,"flankPDAC",150
"aspartate",3,0.000218065,"flankPDAC",150
"aspartate",4,0.008577802,"flankPDAC",150
"glutamate",1,0.004345647,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,0.000203813,"flankPDAC",5
"glutamate",4,0,"flankPDAC",5
"glutamate",5,0.007499419,"flankPDAC",5
"succinate",1,0,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0,"flankPDAC",5
"succinate",4,0.005194843,"flankPDAC",5
"malate",1,0.00120961,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,0.000251388,"flankPDAC",5
"malate",4,0.003595988,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
"aspartate",4,0.001143258,"flankPDAC",5
"glutamate",1,0.001062559,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,2.7307e-05,"flankPDAC",5
"glutamate",4,0,"flankPDAC",5
"glutamate",5,0.001464234,"flankPDAC",5
"succinate",1,0,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0,"flankPDAC",5
"succinate",4,0.001082545,"flankPDAC",5
"malate",1,0,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,0.000177763,"flankPDAC",5
"malate",4,0.000769083,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
"aspartate",4,0,"flankPDAC",5
"glutamate",1,0,"flankPDAC",5
"glutamate",2,0,"flankPDAC",5
"glutamate",3,4.46212e-05,"flankPDAC",5
"glutamate",4,0,"flankPDAC",5
"glutamate",5,0.002409275,"flankPDAC",5
"succinate",1,0,"flankPDAC",5
"succinate",2,0,"flankPDAC",5
"succinate",3,0,"flankPDAC",5
"succinate",4,0.001521417,"flankPDAC",5
"malate",1,0,"flankPDAC",5
"malate",2,0,"flankPDAC",5
"malate",3,2.50897e-05,"flankPDAC",5
"malate",4,0.001407975,"flankPDAC",5
"aspartate",1,0,"flankPDAC",5
"aspartate",2,0,"flankPDAC",5
"aspartate",3,0,"flankPDAC",5
"aspartate",4,0,"flankPDAC",5
