"Compound","C_Label","fraction","tissue","time","omitFromFit"
"succinate",3,0.000470675,"lung",10,FALSE
"malate",1,0.022320518,"lung",10,FALSE
"malate",2,0.020751113,"lung",10,FALSE
"malate",3,0.011307516,"lung",10,FALSE
"aspartate",1,0.01001264,"lung",10,FALSE
"aspartate",2,0.013730341,"lung",10,FALSE
"aspartate",3,0.012219985,"lung",10,FALSE
"glutamate",1,0.000993847,"pancreas",1.5,FALSE
"glutamate",2,0.003040921,"pancreas",1.5,FALSE
"glutamate",3,0.000969727,"pancreas",1.5,FALSE
"succinate",1,0.001070431,"pancreas",1.5,FALSE
"succinate",2,0.004362912,"pancreas",1.5,FALSE
"succinate",3,0.002707539,"pancreas",1.5,FALSE
"malate",1,0.000906148,"pancreas",1.5,FALSE
"malate",2,0.003788187,"pancreas",1.5,FALSE
"malate",3,0.010086184,"pancreas",1.5,FALSE
"aspartate",3,0.006929611,"pancreas",1.5,FALSE
"glutamate",1,0.012586219,"pancreas",10,FALSE
"glutamate",2,0.012896005,"pancreas",10,FALSE
"glutamate",3,0.004063589,"pancreas",10,FALSE
"succinate",1,0.015446252,"pancreas",10,FALSE
"succinate",2,0.012877403,"pancreas",10,FALSE
"succinate",3,0.003255044,"pancreas",10,FALSE
"malate",1,0.019006991,"pancreas",10,FALSE
"malate",2,0.009821472,"pancreas",10,FALSE
"malate",3,0.015106492,"pancreas",10,FALSE
"aspartate",1,0.012917323,"pancreas",10,FALSE
"aspartate",3,0.013874166,"pancreas",10,FALSE
"glutamate",1,0.001282334,"skin",1.5,FALSE
"glutamate",2,0.000831732,"skin",1.5,FALSE
"glutamate",3,0.000117819,"skin",1.5,FALSE
"succinate",2,0.001525646,"skin",1.5,FALSE
"succinate",3,0.000301336,"skin",1.5,FALSE
"malate",1,0.001099272,"skin",1.5,FALSE
"malate",2,0.001179395,"skin",1.5,FALSE
"malate",3,0.001784471,"skin",1.5,FALSE
"aspartate",3,0.001008152,"skin",1.5,FALSE
"glutamate",1,0.014753249,"soleus",1.5,FALSE
"glutamate",2,0.020329256,"soleus",1.5,FALSE
"glutamate",3,0.000562493,"soleus",1.5,FALSE
"succinate",1,0.016676546,"soleus",1.5,FALSE
"succinate",2,0.017234021,"soleus",1.5,FALSE
"malate",1,0.012937127,"soleus",1.5,FALSE
"malate",2,0.014111707,"soleus",1.5,FALSE
"malate",3,0.00157581,"soleus",1.5,FALSE
"aspartate",1,0.005009876,"soleus",1.5,FALSE
"aspartate",2,0.010359006,"soleus",1.5,FALSE
"aspartate",3,0.001355237,"soleus",1.5,FALSE
"glutamate",1,0.007023131,"soleus",10,FALSE
"glutamate",2,0.01134826,"soleus",10,FALSE
"glutamate",3,0.002409723,"soleus",10,FALSE
"succinate",1,0.01011672,"soleus",10,FALSE
"succinate",2,0.010820154,"soleus",10,FALSE
"succinate",3,0.004393439,"soleus",10,FALSE
"malate",1,0.011474528,"soleus",10,FALSE
"malate",2,0.00948577,"soleus",10,FALSE
"malate",3,0.004929114,"soleus",10,FALSE
"aspartate",1,0.008737871,"soleus",10,FALSE
"aspartate",2,0.006106539,"soleus",10,FALSE
"aspartate",3,0.005877304,"soleus",10,FALSE
"glutamate",1,0.002233074,"white adipose",1.5,FALSE
"glutamate",2,0.009833679,"white adipose",1.5,FALSE
"glutamate",3,0.003079517,"white adipose",1.5,FALSE
"succinate",1,0.010565706,"white adipose",1.5,FALSE
"succinate",2,0.023383196,"white adipose",1.5,FALSE
"succinate",3,0.000225008,"white adipose",1.5,FALSE
"malate",1,0.010823339,"white adipose",1.5,FALSE
"malate",2,0.007608259,"white adipose",1.5,FALSE
"malate",3,0.00747789,"white adipose",1.5,FALSE
"glutamate",1,0.016590152,"white adipose",10,FALSE
"glutamate",2,0.019457579,"white adipose",10,FALSE
"glutamate",3,0.00559503,"white adipose",10,FALSE
"succinate",1,0.046310988,"white adipose",10,FALSE
"succinate",2,0.036789256,"white adipose",10,FALSE
"malate",1,0.025109725,"white adipose",10,FALSE
"malate",2,0.023252392,"white adipose",10,FALSE
"malate",3,0.013305385,"white adipose",10,FALSE
"aspartate",3,0.004665742,"white adipose",10,FALSE
"glutamate",1,0.053458673,"diaphragm",45,TRUE
"glutamate",2,0.039744359,"diaphragm",45,TRUE
"glutamate",3,0.004497335,"diaphragm",45,TRUE
"succinate",1,0.059706946,"diaphragm",45,TRUE
"succinate",2,0.03117332,"diaphragm",45,TRUE
"succinate",3,0.003800444,"diaphragm",45,TRUE
"malate",1,0.061212192,"diaphragm",45,TRUE
"malate",2,0.029528662,"diaphragm",45,TRUE
"malate",3,0.005826582,"diaphragm",45,TRUE
"aspartate",1,0.054829909,"diaphragm",45,TRUE
"aspartate",2,0.026335858,"diaphragm",45,TRUE
"aspartate",3,0.00450081,"diaphragm",45,TRUE
"glutamate",1,0.04148056,"diaphragm",20,FALSE
"glutamate",2,0.030196006,"diaphragm",20,FALSE
"glutamate",3,0.004175546,"diaphragm",20,FALSE
"succinate",1,0.042903625,"diaphragm",20,FALSE
"succinate",2,0.025150293,"diaphragm",20,FALSE
"succinate",3,0.003399673,"diaphragm",20,FALSE
"malate",1,0.046896004,"diaphragm",20,FALSE
"malate",2,0.026501738,"diaphragm",20,FALSE
"malate",3,0.004371456,"diaphragm",20,FALSE
"aspartate",1,0.038852042,"diaphragm",20,FALSE
"aspartate",2,0.023926931,"diaphragm",20,FALSE
"aspartate",3,0.004267168,"diaphragm",20,FALSE
"glutamate",1,0.019885766,"gastrocnemius",45,FALSE
"glutamate",2,0.018503311,"gastrocnemius",45,FALSE
"glutamate",3,0.003250896,"gastrocnemius",45,FALSE
"succinate",1,0.028378394,"gastrocnemius",45,FALSE
"succinate",2,0.015302404,"gastrocnemius",45,FALSE
"succinate",3,0.002379465,"gastrocnemius",45,FALSE
"malate",1,0.025893764,"gastrocnemius",45,FALSE
"malate",2,0.015756213,"gastrocnemius",45,FALSE
"malate",3,0.003948074,"gastrocnemius",45,FALSE
"aspartate",1,0.028532702,"gastrocnemius",45,FALSE
"aspartate",2,0.018312118,"gastrocnemius",45,FALSE
"aspartate",3,0.003399096,"gastrocnemius",45,FALSE
"glutamate",1,0.005504943,"gastrocnemius",20,FALSE
"glutamate",2,0.008039057,"gastrocnemius",20,FALSE
"glutamate",3,0.00284135,"gastrocnemius",20,FALSE
"succinate",1,0.005228196,"gastrocnemius",20,FALSE
"succinate",2,0.007220676,"gastrocnemius",20,FALSE
"succinate",3,0.002441359,"gastrocnemius",20,FALSE
"malate",1,0.005368126,"gastrocnemius",20,FALSE
"malate",2,0.007981713,"gastrocnemius",20,FALSE
"malate",3,0.003814105,"gastrocnemius",20,FALSE
"aspartate",1,0.008712421,"gastrocnemius",20,FALSE
"aspartate",2,0.005353006,"gastrocnemius",20,FALSE
"aspartate",3,0.004176653,"gastrocnemius",20,FALSE
"glutamate",1,0.020496994,"heart",45,FALSE
"glutamate",2,0.015360739,"heart",45,FALSE
"glutamate",3,0.001008752,"heart",45,FALSE
"succinate",1,0.022551777,"heart",45,FALSE
"succinate",2,0.009456687,"heart",45,FALSE
"succinate",3,0.001347409,"heart",45,FALSE
"malate",1,0.02576073,"heart",45,FALSE
"malate",2,0.010772751,"heart",45,FALSE
"malate",3,0.002694125,"heart",45,FALSE
"aspartate",1,0.0200911,"heart",45,FALSE
"aspartate",2,0.010572752,"heart",45,FALSE
"aspartate",3,0.002324506,"heart",45,FALSE
"glutamate",1,0.021934183,"heart",20,FALSE
"glutamate",2,0.015527736,"heart",20,FALSE
"glutamate",3,0.001355925,"heart",20,FALSE
"succinate",1,0.024200983,"heart",20,FALSE
"succinate",2,0.011117804,"heart",20,FALSE
"succinate",3,0.002387644,"heart",20,FALSE
"malate",1,0.024463572,"heart",20,FALSE
"malate",2,0.011552961,"heart",20,FALSE
"malate",3,0.003192645,"heart",20,FALSE
"aspartate",1,0.023168482,"heart",20,FALSE
"aspartate",2,0.011687256,"heart",20,FALSE
"aspartate",3,0.002784821,"heart",20,FALSE
"glutamate",1,0.052106233,"intestine",45,FALSE
"glutamate",2,0.051444286,"intestine",45,FALSE
"glutamate",3,0.007260391,"intestine",45,FALSE
"succinate",1,0.048857535,"intestine",45,FALSE
"succinate",2,0.028283374,"intestine",45,FALSE
"succinate",3,0.006585745,"intestine",45,FALSE
"malate",1,0.051833423,"intestine",45,FALSE
"malate",2,0.0292728,"intestine",45,FALSE
"malate",3,0.009690088,"intestine",45,FALSE
"aspartate",1,0.051454284,"intestine",45,FALSE
"aspartate",2,0.038717747,"intestine",45,FALSE
"aspartate",3,0.007770332,"intestine",45,FALSE
"glutamate",1,0.015834248,"intestine",20,FALSE
"glutamate",2,0.019791586,"intestine",20,FALSE
"glutamate",3,0.006194262,"intestine",20,FALSE
"succinate",1,0.022979128,"intestine",20,FALSE
"succinate",2,0.021995881,"intestine",20,FALSE
"succinate",3,0.006217397,"intestine",20,FALSE
"malate",1,0.019282589,"intestine",20,FALSE
"malate",2,0.018500633,"intestine",20,FALSE
"malate",3,0.015550948,"intestine",20,FALSE
"aspartate",1,0.011868011,"intestine",20,FALSE
"aspartate",2,0.012194323,"intestine",20,FALSE
"aspartate",3,0.008393503,"intestine",20,FALSE
"glutamate",1,0.059826156,"kidney",45,TRUE
"glutamate",2,0.057842597,"kidney",45,TRUE
"glutamate",3,0.01707294,"kidney",45,TRUE
"succinate",1,0.075227274,"kidney",45,TRUE
"succinate",2,0.061835658,"kidney",45,TRUE
"succinate",3,0.020015394,"kidney",45,TRUE
"malate",1,0.070306781,"kidney",45,TRUE
"malate",2,0.057338351,"kidney",45,TRUE
"malate",3,0.025447139,"kidney",45,TRUE
"aspartate",1,0.055969073,"kidney",45,TRUE
"aspartate",2,0.036336911,"kidney",45,TRUE
"aspartate",3,0.010807867,"kidney",45,TRUE
"glutamate",1,0.033626569,"kidney",20,FALSE
"glutamate",2,0.042260457,"kidney",20,FALSE
"glutamate",3,0.013834374,"kidney",20,FALSE
"succinate",1,0.052895821,"kidney",20,FALSE
"succinate",2,0.049605974,"kidney",20,FALSE
"succinate",3,0.032278187,"kidney",20,FALSE
"malate",1,0.055435109,"kidney",20,FALSE
"malate",2,0.05013876,"kidney",20,FALSE
"malate",3,0.046562821,"kidney",20,FALSE
"aspartate",1,0.053913236,"kidney",20,FALSE
"aspartate",2,0.051651056,"kidney",20,FALSE
"aspartate",3,0.061008597,"kidney",20,FALSE
"glutamate",1,0.0446076,"liver",45,FALSE
"glutamate",2,0.060383365,"liver",45,FALSE
"glutamate",3,0.017285205,"liver",45,FALSE
"succinate",1,0.04588399,"liver",45,FALSE
"succinate",2,0.065898584,"liver",45,FALSE
"succinate",3,0.009734108,"liver",45,FALSE
"malate",1,0.06482861,"liver",45,FALSE
"malate",2,0.045136679,"liver",45,FALSE
"malate",3,0.03632983,"liver",45,FALSE
"aspartate",1,0.032519544,"liver",45,FALSE
"aspartate",2,0.022249225,"liver",45,FALSE
"aspartate",3,0.018573377,"liver",45,FALSE
"glutamate",1,0.0313333,"liver",20,FALSE
"glutamate",2,0.082055345,"liver",20,FALSE
"glutamate",3,0.028017799,"liver",20,FALSE
"succinate",1,0.043081296,"liver",20,FALSE
"succinate",2,0.100585822,"liver",20,FALSE
"succinate",3,0.017456945,"liver",20,FALSE
"malate",1,0.04656626,"liver",20,FALSE
"malate",2,0.066160567,"liver",20,FALSE
"malate",3,0.052844134,"liver",20,FALSE
"aspartate",1,0.016220146,"liver",20,FALSE
"aspartate",2,0.025159784,"liver",20,FALSE
"aspartate",3,0.025530906,"liver",20,FALSE
"glutamate",1,0.022633793,"quad",45,FALSE
"glutamate",2,0.021477723,"quad",45,FALSE
"glutamate",3,0.003654631,"quad",45,FALSE
"succinate",1,0.024791606,"quad",45,FALSE
"succinate",2,0.015646073,"quad",45,FALSE
"succinate",3,0.002323156,"quad",45,FALSE
"malate",1,0.023435072,"quad",45,FALSE
"malate",2,0.017221842,"quad",45,FALSE
"malate",3,0.004154115,"quad",45,FALSE
"aspartate",1,0.022306755,"quad",45,FALSE
"aspartate",2,0.015584162,"quad",45,FALSE
"aspartate",3,0.003933729,"quad",45,FALSE
"glutamate",1,0.003478239,"quad",20,FALSE
"glutamate",2,0.009313671,"quad",20,FALSE
"glutamate",3,0.002353884,"quad",20,FALSE
"succinate",1,0.008136747,"quad",20,FALSE
"succinate",2,0.009152001,"quad",20,FALSE
"succinate",3,0.001514119,"quad",20,FALSE
"malate",1,0.008504465,"quad",20,FALSE
"malate",2,0.009203019,"quad",20,FALSE
"malate",3,0.002978097,"quad",20,FALSE
"aspartate",1,0.004574442,"quad",20,FALSE
"aspartate",2,0.006298843,"quad",20,FALSE
"aspartate",3,0.003338967,"quad",20,FALSE
"glutamate",1,0.028084871,"spleen",45,FALSE
"glutamate",2,0.036975782,"spleen",45,FALSE
"glutamate",3,0.003772973,"spleen",45,FALSE
"succinate",1,0.035768761,"spleen",45,FALSE
"succinate",2,0.02942209,"spleen",45,FALSE
"succinate",3,0.00238352,"spleen",45,FALSE
"malate",1,0.034878569,"spleen",45,FALSE
"malate",2,0.028062352,"spleen",45,FALSE
"malate",3,0.004507992,"spleen",45,FALSE
"aspartate",1,0.026240127,"spleen",45,FALSE
"aspartate",2,0.02710472,"spleen",45,FALSE
"aspartate",3,0.004178648,"spleen",45,FALSE
"glutamate",1,0.008512592,"spleen",20,FALSE
"glutamate",2,0.012734953,"spleen",20,FALSE
"glutamate",3,0.003000797,"spleen",20,FALSE
"succinate",1,0.010277693,"spleen",20,FALSE
"succinate",2,0.015266175,"spleen",20,FALSE
"succinate",3,0.000319094,"spleen",20,FALSE
"malate",1,0.010778682,"spleen",20,FALSE
"malate",2,0.012576916,"spleen",20,FALSE
"malate",3,0.008144742,"spleen",20,FALSE
"aspartate",1,0.006631615,"spleen",20,FALSE
"aspartate",2,0.009169709,"spleen",20,FALSE
"aspartate",3,0.007541983,"spleen",20,FALSE
"glutamate",1,0.033647604,"brown adipose",45,TRUE
"glutamate",2,0.024738645,"brown adipose",45,TRUE
"glutamate",3,0.004067382,"brown adipose",45,TRUE
"succinate",1,0.048917624,"brown adipose",45,TRUE
"succinate",2,0.023496182,"brown adipose",45,TRUE
"succinate",3,0.0097485,"brown adipose",45,TRUE
"malate",1,0.042437541,"brown adipose",45,TRUE
"malate",2,0.020148799,"brown adipose",45,TRUE
"malate",3,0.008924956,"brown adipose",45,TRUE
"aspartate",1,0.025657757,"brown adipose",45,TRUE
"aspartate",2,0.011742418,"brown adipose",45,TRUE
"aspartate",3,0.007397798,"brown adipose",45,TRUE
"glutamate",1,0.019667761,"brown adipose",20,FALSE
"glutamate",2,0.015582884,"brown adipose",20,FALSE
"glutamate",3,0.005375684,"brown adipose",20,FALSE
"succinate",1,0.033756279,"brown adipose",20,FALSE
"succinate",2,0.017656371,"brown adipose",20,FALSE
"succinate",3,0.009561336,"brown adipose",20,FALSE
"malate",1,0.02126055,"brown adipose",20,FALSE
"malate",2,0.014119028,"brown adipose",20,FALSE
"malate",3,0.007578529,"brown adipose",20,FALSE
"aspartate",1,0.012878893,"brown adipose",20,FALSE
"aspartate",2,0.002531034,"brown adipose",20,FALSE
"aspartate",3,0.007312834,"brown adipose",20,FALSE
"glutamate",1,0.026457033,"colon",45,FALSE
"glutamate",2,0.019258967,"colon",45,FALSE
"glutamate",3,0.005178032,"colon",45,FALSE
"succinate",1,0.040589739,"colon",45,FALSE
"succinate",2,0.023356033,"colon",45,FALSE
"succinate",3,0.008710474,"colon",45,FALSE
"malate",1,0.038961128,"colon",45,FALSE
"malate",2,0.021072452,"colon",45,FALSE
"malate",3,0.012185578,"colon",45,FALSE
"aspartate",1,0.0345872,"colon",45,FALSE
"aspartate",2,0.007967586,"colon",45,FALSE
"aspartate",3,0.007453669,"colon",45,FALSE
"glutamate",1,0.019207872,"colon",20,FALSE
"glutamate",2,0.021945641,"colon",20,FALSE
"glutamate",3,0.008016397,"colon",20,FALSE
"succinate",1,0.030660891,"colon",20,FALSE
"succinate",2,0.023937863,"colon",20,FALSE
"succinate",3,0.010246319,"colon",20,FALSE
"malate",1,0.025736689,"colon",20,FALSE
"malate",2,0.020442574,"colon",20,FALSE
"malate",3,0.014914297,"colon",20,FALSE
"aspartate",1,0.018611282,"colon",20,FALSE
"aspartate",2,0.009334262,"colon",20,FALSE
"aspartate",3,0.011977632,"colon",20,FALSE
"glutamate",1,0.034893434,"lung",45,FALSE
"glutamate",2,0.03113757,"lung",45,FALSE
"glutamate",3,0.00723293,"lung",45,FALSE
"succinate",1,0.041517987,"lung",45,FALSE
"succinate",2,0.036073721,"lung",45,FALSE
"succinate",3,0.001657449,"lung",45,FALSE
"malate",1,0.046571762,"lung",45,FALSE
"malate",2,0.033445526,"lung",45,FALSE
"malate",3,0.021245037,"lung",45,FALSE
"aspartate",1,0.036315008,"lung",45,FALSE
"aspartate",2,0.024392377,"lung",45,FALSE
"aspartate",3,0.017792736,"lung",45,FALSE
"glutamate",1,0.015762691,"lung",20,FALSE
"glutamate",2,0.019749161,"lung",20,FALSE
"glutamate",3,0.006005999,"lung",20,FALSE
"succinate",1,0.026282269,"lung",20,FALSE
"succinate",2,0.029492335,"lung",20,FALSE
"malate",1,0.029471998,"lung",20,FALSE
"malate",2,0.025610039,"lung",20,FALSE
"malate",3,0.016747318,"lung",20,FALSE
"aspartate",1,0.017459002,"lung",20,FALSE
"aspartate",2,0.012938665,"lung",20,FALSE
"aspartate",3,0.016190562,"lung",20,FALSE
"glutamate",1,0.036822229,"pancreas",45,FALSE
"glutamate",2,0.030215383,"pancreas",45,FALSE
"glutamate",3,0.008358714,"pancreas",45,FALSE
"succinate",1,0.042553678,"pancreas",45,FALSE
"succinate",2,0.026542982,"pancreas",45,FALSE
"succinate",3,0.008263601,"pancreas",45,FALSE
"malate",1,0.043756891,"pancreas",45,FALSE
"malate",2,0.022313862,"pancreas",45,FALSE
"malate",3,0.015484437,"pancreas",45,FALSE
"aspartate",1,0.036894971,"pancreas",45,FALSE
"aspartate",2,0.01534617,"pancreas",45,FALSE
"aspartate",3,0.015322528,"pancreas",45,FALSE
"glutamate",1,0.029011265,"pancreas",20,FALSE
"glutamate",2,0.029594983,"pancreas",20,FALSE
"glutamate",3,0.009896433,"pancreas",20,FALSE
"succinate",1,0.028644666,"pancreas",20,FALSE
"succinate",2,0.029116958,"pancreas",20,FALSE
"succinate",3,0.00451632,"pancreas",20,FALSE
"malate",1,0.030147994,"pancreas",20,FALSE
"malate",2,0.022484005,"pancreas",20,FALSE
"malate",3,0.02399188,"pancreas",20,FALSE
"aspartate",1,0.026360407,"pancreas",20,FALSE
"aspartate",2,0.013826515,"pancreas",20,FALSE
"aspartate",3,0.022168403,"pancreas",20,FALSE
"glutamate",1,0.021420836,"skin",45,FALSE
"glutamate",2,0.025123369,"skin",45,FALSE
"glutamate",3,0.004293293,"skin",45,FALSE
"succinate",1,0.031014499,"skin",45,FALSE
"succinate",2,0.030484059,"skin",45,FALSE
"succinate",3,0.003392046,"skin",45,FALSE
"malate",1,0.035089195,"skin",45,FALSE
"malate",2,0.025180609,"skin",45,FALSE
"malate",3,0.008956733,"skin",45,FALSE
"aspartate",1,0.019711128,"skin",45,FALSE
"aspartate",2,0.00520725,"skin",45,FALSE
"aspartate",3,0.006564171,"skin",45,FALSE
"glutamate",1,0.005119604,"skin",20,FALSE
"glutamate",2,0.010554905,"skin",20,FALSE
"glutamate",3,0.004387442,"skin",20,FALSE
"succinate",1,0.012512307,"skin",20,FALSE
"succinate",2,0.025437518,"skin",20,FALSE
"succinate",3,0.003068851,"skin",20,FALSE
"malate",1,0.012071372,"skin",20,FALSE
"malate",2,0.013405075,"skin",20,FALSE
"malate",3,0.018173941,"skin",20,FALSE
"aspartate",1,0.004004165,"skin",20,FALSE
"aspartate",3,0.011626999,"skin",20,FALSE
"glutamate",1,0.073684039,"soleus",45,FALSE
"glutamate",2,0.04702565,"soleus",45,FALSE
"glutamate",3,0.003807221,"soleus",45,FALSE
"succinate",1,0.075929145,"soleus",45,FALSE
"succinate",2,0.036511322,"soleus",45,FALSE
"succinate",3,0.003271771,"soleus",45,FALSE
"malate",1,0.074205922,"soleus",45,FALSE
"malate",2,0.034683428,"soleus",45,FALSE
"malate",3,0.003963505,"soleus",45,FALSE
"aspartate",1,0.072204858,"soleus",45,FALSE
"aspartate",2,0.035237473,"soleus",45,FALSE
"aspartate",3,0.003989701,"soleus",45,FALSE
"glutamate",1,0.021329331,"soleus",20,FALSE
"glutamate",2,0.02238103,"soleus",20,FALSE
"glutamate",3,0.009772536,"soleus",20,FALSE
"succinate",1,0.029219801,"soleus",20,FALSE
"succinate",2,0.02386655,"soleus",20,FALSE
"succinate",3,0.011398539,"soleus",20,FALSE
"malate",1,0.027359563,"soleus",20,FALSE
"malate",2,0.022086299,"soleus",20,FALSE
"malate",3,0.01084266,"soleus",20,FALSE
"aspartate",1,0.036334269,"soleus",20,FALSE
"aspartate",2,0.021232075,"soleus",20,FALSE
"aspartate",3,0.007449506,"soleus",20,FALSE
"glutamate",1,0.030053975,"white adipose",45,FALSE
"glutamate",2,0.015366116,"white adipose",45,FALSE
"glutamate",3,0.007334038,"white adipose",45,FALSE
"succinate",1,0.038320208,"white adipose",45,FALSE
"succinate",2,0.029214753,"white adipose",45,FALSE
"succinate",3,0.000536778,"white adipose",45,FALSE
"malate",1,0.028274002,"white adipose",45,FALSE
"malate",2,0.018069173,"white adipose",45,FALSE
"malate",3,0.013603127,"white adipose",45,FALSE
"aspartate",2,0.000577217,"white adipose",45,FALSE
"aspartate",3,0.005386664,"white adipose",45,FALSE
"glutamate",1,0.029301697,"white adipose",20,FALSE
"glutamate",2,0.025338825,"white adipose",20,FALSE
"glutamate",3,0.011642218,"white adipose",20,FALSE
"succinate",1,0.050002397,"white adipose",20,FALSE
"succinate",2,0.04271736,"white adipose",20,FALSE
"malate",1,0.039546693,"white adipose",20,FALSE
"malate",2,0.028218103,"white adipose",20,FALSE
"malate",3,0.014759035,"white adipose",20,FALSE
"aspartate",2,0.002416201,"white adipose",20,FALSE
"aspartate",3,0.006655996,"white adipose",20,FALSE
"aspartate",1,0.008437418,"brown adipose",1.5,FALSE
"aspartate",2,0.002038691,"brown adipose",1.5,FALSE
"aspartate",3,0.003427169,"brown adipose",1.5,FALSE
"glutamate",1,0.007417158,"brown adipose",1.5,FALSE
"glutamate",2,0.005102637,"brown adipose",1.5,FALSE
"glutamate",3,0.001554659,"brown adipose",1.5,FALSE
"malate",1,0.01153364,"brown adipose",1.5,FALSE
"malate",2,0.005903097,"brown adipose",1.5,FALSE
"malate",3,0.009202695,"brown adipose",1.5,FALSE
"succinate",1,0.021703605,"brown adipose",1.5,FALSE
"succinate",2,0.010739203,"brown adipose",1.5,FALSE
"succinate",3,0.006926507,"brown adipose",1.5,FALSE
"aspartate",1,0.00642625,"brown adipose",3,FALSE
"aspartate",2,0.001518736,"brown adipose",3,FALSE
"aspartate",3,0.006472944,"brown adipose",3,FALSE
"glutamate",1,0.010946245,"brown adipose",3,FALSE
"glutamate",2,0.008118429,"brown adipose",3,FALSE
"glutamate",3,0.001825824,"brown adipose",3,FALSE
"malate",1,0.009527507,"brown adipose",3,FALSE
"malate",2,0.005024951,"brown adipose",3,FALSE
"malate",3,0.006105858,"brown adipose",3,FALSE
"succinate",1,0.017542442,"brown adipose",3,FALSE
"succinate",2,0.009950646,"brown adipose",3,FALSE
"succinate",3,0.009037378,"brown adipose",3,FALSE
"aspartate",1,0.007644532,"brown adipose",3,FALSE
"aspartate",2,0.002942229,"brown adipose",3,FALSE
"aspartate",3,0.004047513,"brown adipose",3,FALSE
"glutamate",1,0.010964219,"brown adipose",3,FALSE
"glutamate",2,0.008756664,"brown adipose",3,FALSE
"glutamate",3,0.001966121,"brown adipose",3,FALSE
"malate",1,0.009849561,"brown adipose",3,FALSE
"malate",2,0.007189162,"brown adipose",3,FALSE
"malate",3,0.006398975,"brown adipose",3,FALSE
"succinate",1,0.017429152,"brown adipose",3,FALSE
"succinate",2,0.010994562,"brown adipose",3,FALSE
"succinate",3,0.007513568,"brown adipose",3,FALSE
"aspartate",2,0.000845929,"intestine",1.5,FALSE
"aspartate",3,0.002044162,"intestine",1.5,FALSE
"glutamate",1,0.000813005,"intestine",1.5,FALSE
"glutamate",2,0.003166729,"intestine",1.5,FALSE
"glutamate",3,0.000326257,"intestine",1.5,FALSE
"malate",1,0.002482264,"intestine",1.5,FALSE
"malate",2,0.00249839,"intestine",1.5,FALSE
"malate",3,0.002726315,"intestine",1.5,FALSE
"succinate",1,0.003029674,"intestine",1.5,FALSE
"succinate",2,0.004526298,"intestine",1.5,FALSE
"succinate",3,0.002203663,"intestine",1.5,FALSE
"aspartate",1,0.001480938,"intestine",3,FALSE
"aspartate",2,0.005641348,"intestine",3,FALSE
"aspartate",3,0.002302569,"intestine",3,FALSE
"glutamate",1,0.000824361,"intestine",3,FALSE
"glutamate",2,0.010922023,"intestine",3,FALSE
"glutamate",3,0.000719462,"intestine",3,FALSE
"malate",1,0.004709853,"intestine",3,FALSE
"malate",2,0.006850218,"intestine",3,FALSE
"malate",3,0.001780299,"intestine",3,FALSE
"succinate",1,0.00716187,"intestine",3,FALSE
"succinate",2,0.009493479,"intestine",3,FALSE
"succinate",3,0.001586485,"intestine",3,FALSE
"aspartate",2,0.004067647,"intestine",3,FALSE
"aspartate",3,0.001496325,"intestine",3,FALSE
"glutamate",1,0.00139837,"intestine",3,FALSE
"glutamate",2,0.009908321,"intestine",3,FALSE
"glutamate",3,0.000508433,"intestine",3,FALSE
"malate",1,0.002522539,"intestine",3,FALSE
"malate",2,0.008731132,"intestine",3,FALSE
"malate",3,0.001410917,"intestine",3,FALSE
"succinate",1,0.009431381,"intestine",3,FALSE
"succinate",2,0.010534446,"intestine",3,FALSE
"succinate",3,0.001989465,"intestine",3,FALSE
"aspartate",2,0.004039353,"soleus",1.5,FALSE
"aspartate",3,0.001857303,"soleus",1.5,FALSE
"glutamate",1,0.002080721,"soleus",1.5,FALSE
"glutamate",2,0.004635621,"soleus",1.5,FALSE
"glutamate",3,0.000502776,"soleus",1.5,FALSE
"malate",1,0.000372832,"soleus",1.5,FALSE
"malate",2,0.002982415,"soleus",1.5,FALSE
"succinate",1,0.00162774,"soleus",1.5,FALSE
"succinate",2,0.003512649,"soleus",1.5,FALSE
"succinate",3,0.002385296,"soleus",1.5,FALSE
"aspartate",2,0.00137064,"soleus",3,FALSE
"aspartate",3,0.004571394,"soleus",3,FALSE
"glutamate",1,0.001026363,"soleus",3,FALSE
"glutamate",2,0.00207122,"soleus",3,FALSE
"glutamate",3,0.000917897,"soleus",3,FALSE
"malate",2,0.002145909,"soleus",3,FALSE
"malate",3,0.004114167,"soleus",3,FALSE
"succinate",1,0.000294569,"soleus",3,FALSE
"succinate",2,0.002778801,"soleus",3,FALSE
"succinate",3,0.00191138,"soleus",3,FALSE
"aspartate",1,0.003712892,"soleus",3,FALSE
"aspartate",2,0.008126287,"soleus",3,FALSE
"aspartate",3,0.002504153,"soleus",3,FALSE
"glutamate",1,0.002754416,"soleus",3,FALSE
"glutamate",2,0.009211477,"soleus",3,FALSE
"glutamate",3,0.000689302,"soleus",3,FALSE
"malate",1,0.001104824,"soleus",3,FALSE
"malate",2,0.006317325,"soleus",3,FALSE
"malate",3,0.003410037,"soleus",3,FALSE
"succinate",1,0.005151751,"soleus",3,FALSE
"succinate",2,0.007965196,"soleus",3,FALSE
"succinate",3,0.002453595,"soleus",3,FALSE
"glutamate",1,0.033415781,"brown adipose",45,TRUE
"glutamate",2,0.026219559,"brown adipose",45,TRUE
"glutamate",3,0.004559082,"brown adipose",45,TRUE
"succinate",1,0.052365131,"brown adipose",45,TRUE
"succinate",2,0.026609038,"brown adipose",45,TRUE
